drugA,drugB,meddra,type,dynamic,n_injected
21602919,21603288,37219907,negative,,0
21600664,21603909,45885570,negative,,0
21602256,21603921,36313153,negative,,0
21602289,21602295,36009711,negative,,0
21600083,21603312,37219907,negative,,0
21601392,21603749,35809207,negative,,0
21601390,21603718,35707991,negative,,0
21600493,21604344,35708202,negative,,0
21601534,21603549,35708208,negative,,0
21601399,21603925,36776613,negative,,0
21602898,21604348,35809054,negative,,0
21601435,21603732,37320197,negative,,0
21601390,21603929,36617416,negative,,0
21604543,21604559,36718347,negative,,0
21601518,21603131,35809054,negative,,0
21601003,21600449,35808976,negative,,0
21600097,21604344,35708093,negative,,0
21603080,21603718,35104691,negative,,0
21601423,21603800,35708038,negative,,0
21603908,21603909,42889847,negative,,0
21602102,21602735,37320197,negative,,0
21603718,21603749,36718119,negative,,0
21603905,21603968,43053882,negative,,0
21601423,21603924,37219907,negative,,0
21603909,21604889,36516781,negative,,0
21602102,21601423,35708154,negative,,0
21601129,21603929,35708073,negative,,0
21602735,21605129,36416595,negative,,0
21601390,21603732,36313550,negative,,0
21600098,21602919,42889536,negative,,0
21600505,21604757,36315575,negative,,0
21603924,21603929,35708154,negative,,0
21601423,21603800,36211481,negative,,0
21603967,21603448,35809243,negative,,0
21602485,21604348,35205185,negative,,0
21602256,21603911,36315380,negative,,0
21602102,21601423,36009738,negative,,0
21602730,21603732,36110649,negative,,0
21601423,21603909,35204948,negative,,0
21604562,21604571,35809327,negative,,0
21604393,21604419,36776613,negative,,0
21602732,21601423,37320212,negative,,0
21604393,21604415,36110597,negative,,0
21604571,21605269,37622449,negative,,0
21603967,21604348,35809054,negative,,0
21602898,21604643,36416500,negative,,0
21602735,21603362,36009711,negative,,0
21603718,21604348,37622449,negative,,0
21604422,21604433,35809115,negative,,0
21600096,21601518,36776613,negative,,0
21602732,21601390,36110589,negative,,0
21603851,21603613,36009894,negative,,0
21602873,21603009,42889495,negative,,0
21601390,21603929,36718537,negative,,0
21601390,21603732,35737628,negative,,0
21600965,21602653,36110540,negative,,0
21603312,21603392,37219865,negative,,0
21601789,21604544,37019316,negative,,0
21603068,21603392,42889536,negative,,0
21604436,21604571,36776613,negative,,0
21602338,21602732,37622529,negative,,0
21600663,21603905,43053882,negative,,0
21604422,21604436,42890175,negative,,0
21602256,21604559,36919127,negative,,0
21603718,21603732,42890163,negative,,0
21604051,21603641,35708154,negative,,0
21604577,21604712,36919230,negative,,0
21602735,21604344,35809327,negative,,0
21604399,21604431,36516865,negative,,0
21602485,21603967,35708139,negative,,0
21602735,21603917,36516779,negative,,0
21601428,21601435,36009756,negative,,0
21602732,21602734,35104691,negative,,0
21602732,21603082,35809054,negative,,0
21601045,21603392,36110597,negative,,0
21602735,21603082,42890648,negative,,0
21601390,21601423,35205388,negative,,0
21603908,21603929,36315261,negative,,0
21601390,21603761,35104877,negative,,0
21602485,21602823,35909452,negative,,0
21603905,21603908,36516802,negative,,0
21603908,21603959,35809115,negative,,0
21600096,21602895,37220005,negative,,0
21604433,21604574,36416514,negative,,0
21603911,21603921,35809146,negative,,0
21600948,21603980,35809243,negative,,0
21602730,21603929,788256,negative,,0
21603356,21603362,35809155,negative,,0
21603356,21603362,35809327,negative,,0
21604436,21604643,35809054,negative,,0
21602730,21604571,35708208,negative,,0
21601423,21603929,37219810,negative,,0
21604544,21604740,36919231,negative,,0
21600658,21602338,36009895,negative,,0
21604260,21604566,35809059,negative,,0
21601161,21605129,35809079,negative,,0
21602102,21602737,37320212,negative,,0
21600098,21600493,35708154,negative,,0
21602732,21603929,37080784,negative,,0
21601518,21604272,37522220,negative,,0
21602895,21604422,37220005,negative,,0
21600816,21603911,36211465,negative,,0
21602504,21604562,43053904,negative,,0
21602256,21603921,35809146,negative,,0
21604422,21604431,36718119,negative,,0
21601129,21602735,35708073,negative,,0
21602102,21603929,36416514,negative,,0
21604344,21605269,35104877,negative,,0
21603081,21603851,36009901,negative,,0
21601428,21603929,36211532,negative,,0
21603967,21603980,36211491,negative,,0
21600575,21603929,36110642,negative,,0
21604393,21604422,43053854,negative,,0
21604344,21604348,42889633,negative,,0
21603896,21603448,35708093,negative,,0
21601161,21604344,36313534,negative,,0
21604571,21604711,36919230,negative,,0
21603967,21604344,35204966,negative,,0
21602732,21603896,35104826,negative,,0
21603925,21604348,35809054,negative,,0
21602735,21601423,35708093,negative,,0
21604433,21604440,36718530,negative,,0
21604431,21604711,36718321,negative,,0
21601003,21602648,42889379,negative,,0
21602256,21603911,35406310,negative,,0
21604399,21604422,36718609,negative,,0
21602256,21603917,36517125,negative,,0
21603916,21603925,36110977,negative,,0
21600493,21601394,36416606,negative,,0
21600493,21604272,36718347,negative,,0
21601423,21603929,35809329,negative,,0
21602085,21603131,35104304,negative,,0
21602102,21604348,35104691,negative,,0
21602102,21602735,35708154,negative,,0
21604344,21604571,37219907,negative,,0
21602338,21601390,35104177,negative,,0
21600575,21600816,35708093,negative,,0
21601036,21604272,36918937,negative,,0
21602732,21603285,36110874,negative,,0
21601428,21603929,35809076,negative,,0
21603082,21603929,35809310,negative,,0
21603967,21604348,35809077,negative,,0
21601423,21603927,37622529,negative,,0
21602732,21602735,35809054,negative,,0
21604559,21604711,36918858,negative,,0
21603968,21603980,35809076,negative,,0
21602734,21603756,35104243,negative,,0
21600718,21603392,35306246,negative,,0
21600994,21600448,35205268,negative,,0
21602735,21603929,36315381,negative,,0
21603165,21603173,36314766,negative,,0
21600083,21603514,35205025,negative,,0
21604344,21604393,43053854,negative,,0
21602730,21602735,35708154,negative,,0
21604417,21604543,35809327,negative,,0
21604436,21604440,36718540,negative,,0
21604431,21604436,36776531,negative,,0
21600303,21601518,36110649,negative,,0
21602898,21604272,36416500,negative,,0
21603896,21603925,35909508,negative,,0
21604425,21604436,35809330,negative,,0
21603356,21603497,36919209,negative,,0
21602256,21603927,35809243,negative,,0
21602096,21604857,37219863,negative,,0
21600493,21604344,35104877,negative,,0
43534821,21603909,35809327,negative,,0
21603009,21603607,36313436,negative,,0
21600658,21603285,36416606,negative,,0
21601423,21603929,36718119,negative,,0
21601423,21603929,35909513,negative,,0
21602730,21603800,36416637,negative,,0
21602085,21603082,35809054,negative,,0
21600604,21601911,37019318,negative,,0
21601003,21602648,35205037,negative,,0
21604115,21604566,37522220,negative,,0
21602338,21603925,35708038,negative,,0
21603908,21603921,36516779,negative,,0
21604529,21604556,36918942,negative,,0
21603980,21604344,35809115,negative,,0
21601518,21604305,35205038,negative,,0
21603908,21603929,36516973,negative,,0
21603924,21603929,36009894,negative,,0
21602256,21603911,36110704,negative,,0
21600575,21604260,35104074,negative,,0
21604344,21604857,35708208,negative,,0
21602338,21603909,35809054,negative,,0
21604393,21604571,35204948,negative,,0
21600604,21601911,36313550,negative,,0
21602102,21601390,36313476,negative,,0
21600448,21603312,36111047,negative,,0
21601390,21603618,36211181,negative,,0
21603929,21604344,36516812,negative,,0
21602485,21602823,35909445,negative,,0
21603756,21603924,37019292,negative,,0
21603909,21603929,43053882,negative,,0
21604529,21604556,36919235,negative,,0
21602256,21601423,37622449,negative,,0
21603732,21603929,35506628,negative,,0
21600096,21603967,35909452,negative,,0
21600083,21601129,35809054,negative,,0
21601423,21603929,37219868,negative,,0
21601423,21603909,35708154,negative,,0
21601439,21603750,36315486,negative,,0
21602737,21601423,36313534,negative,,0
21603732,21603748,35104103,negative,,0
21601390,21601439,35205230,negative,,0
21602734,21603925,35204970,negative,,0
21602102,21602737,37219907,negative,,0
21601670,21604562,35104884,negative,,0
21603800,21603929,35506628,negative,,0
21601423,21603929,35809323,negative,,0
21604544,21604571,37019410,negative,,0
21600493,21600505,35708208,negative,,0
21600448,21602653,35809054,negative,,0
21601423,21603800,35707713,negative,,0
21601423,21603929,36416593,negative,,0
21603908,21603929,35406310,negative,,0
21604544,21604556,37019316,negative,,0
21603356,21603448,35809076,negative,,0
21602732,21601431,36110852,negative,,0
21601518,21604305,36110597,negative,,0
21602102,21602737,37220014,negative,,0
21602730,21601423,36211481,negative,,0
21602256,21604640,36919231,negative,,0
21604348,21603448,36110642,negative,,0
21603925,21603927,35809054,negative,,0
21601431,21604436,35809207,negative,,0
21601518,21603009,35708154,negative,,0
21604418,21604425,36211462,negative,,0
21603924,21603925,35104877,negative,,0
21600484,21600493,35708642,negative,,0
21604434,21604566,36718298,negative,,0
21601911,21603925,35708208,negative,,0
21601431,21603925,36776613,negative,,0
21601394,21603748,37019321,negative,,0
21601129,21602735,35809104,negative,,0
21604431,21604436,36919042,negative,,0
21604348,21603497,36009783,negative,,0
21604399,21604440,37522220,negative,,0
21600663,21603911,36416534,negative,,0
21600493,21603929,35809054,negative,,0
21601161,21605129,36416550,negative,,0
21603911,21603927,35708628,negative,,0
21602737,21601423,36718500,negative,,0
21604714,21603312,36918858,negative,,0
21602256,21603618,35104341,negative,,0
21602823,21601423,37219942,negative,,0
21601436,21603748,35104877,negative,,0
21602485,21604433,35909445,negative,,0
21600234,21601518,37622449,negative,,0
21602485,21603481,35809243,negative,,0
21603896,21603924,36718132,negative,,0
21601518,21603929,36313176,negative,,0
21601394,21601435,35104868,negative,,0
21603160,21603161,42889636,negative,,0
21600663,21603908,36517125,negative,,0
21602338,21603925,43562937,negative,,0
21601392,21603929,36110878,negative,,0
21603080,21603718,35708202,negative,,0
21601129,21602256,35708156,negative,,0
21600493,21604344,35708044,negative,,0
21604431,21604433,37320212,negative,,0
21600484,21604571,35708642,negative,,0
21601394,21603732,36416595,negative,,0
21604559,21604571,36315486,negative,,0
21600718,21600732,35708093,negative,,0
21600664,21603911,35809022,negative,,0
21603080,21604348,35104877,negative,,0
21601390,21603718,36110736,negative,,0
21604393,21604399,35708344,negative,,0
21602921,21603929,35708093,negative,,0
21600493,21604571,36110642,negative,,0
21602732,21603924,36110642,negative,,0
21603019,21603392,35306246,negative,,0
21600493,21603732,35809207,negative,,0
21603140,21603896,35104868,negative,,0
21602730,21603080,35809054,negative,,0
21602256,21603009,35708208,negative,,0
43534769,21602653,35205025,negative,,0
21604344,21603312,37219897,negative,,0
21602866,21603929,35809054,negative,,0
21604417,21604436,36416514,negative,,0
21602735,21603929,36416606,negative,,0
21602732,21603896,37019261,negative,,0
21603929,21604344,35708208,negative,,0
21603151,21603160,36818729,negative,,0
21602256,21603927,35708208,negative,,0
21604344,21603448,36718354,negative,,0
21602730,21601435,36110369,negative,,0
21602256,21601423,35809115,negative,,0
21602338,21603925,35104721,negative,,0
21601423,21603732,37019425,negative,,0
21604566,21604711,42889647,negative,,0
21601423,21603929,36110265,negative,,0
21601428,21603793,35104877,negative,,0
21601423,21603929,36718364,negative,,0
21603080,21604131,35708208,negative,,0
21601161,21605129,36211462,negative,,0
21602338,21603925,35204960,negative,,0
21602735,21603082,37320192,negative,,0
21600303,21601518,35204966,negative,,0
21602338,21602732,35809054,negative,,0
21604436,21604440,36776531,negative,,0
21601423,21604344,35708208,negative,,0
21600083,21603980,35909443,negative,,0
21604344,21604348,36009700,negative,,0
21603804,21603929,35707713,negative,,0
21602085,21603131,35104691,negative,,0
21600493,21603497,35809054,negative,,0
21601392,21603749,36110597,negative,,0
21602737,21601423,35708044,negative,,0
21602735,21603756,35708093,negative,,0
21601419,21603718,35708208,negative,,0
21602085,21603925,37019321,negative,,0
21601439,21601450,35104768,negative,,0
21600658,21603285,43562827,negative,,0
21602732,21602921,35104113,negative,,0
21601789,21604751,36718235,negative,,0
21602338,21602734,35104877,negative,,0
21602737,21603718,35104691,negative,,0
21604431,21604711,36776531,negative,,0
21602735,21603929,36110265,negative,,0
21600449,21602653,37622449,negative,,0
21600484,21601161,36416595,negative,,0
21602485,21604544,35809243,negative,,0
21603896,21603925,45885569,negative,,0
21600493,21602921,35708208,negative,,0
21603980,21604348,35708202,negative,,0
21601399,21603929,35708093,negative,,0
21600493,21601423,35708044,negative,,0
21603909,21603448,35808914,negative,,0
21603756,21603925,36009901,negative,,0
21602730,21601394,36211181,negative,,0
21602735,21603800,36312648,negative,,0
21602730,21603929,36110649,negative,,0
21602735,21601423,36516951,negative,,0
21600096,21603896,35708093,negative,,0
21600575,21604348,35708093,negative,,0
21601431,21601435,35104074,negative,,0
21601423,21603748,36316176,negative,,0
21600096,21603497,37522220,negative,,0
21601390,21603718,36110852,negative,,0
21601392,21603896,37522220,negative,,0
21602256,21603911,36211556,negative,,0
21600303,21603749,35104883,negative,,0
21602734,21603909,35809327,negative,,0
21601423,21603732,36110736,negative,,0
21602102,21602690,36718132,negative,,0
21602338,21601390,35708154,negative,,0
21603905,21603911,36516781,negative,,0
21600994,21600448,35205029,negative,,0
21603021,21603103,35809330,negative,,0
21600493,21604571,35104691,negative,,0
21602730,21604643,35809327,negative,,0
21602737,21603800,35909624,negative,,0
21601390,21601423,35205259,negative,,0
21600097,40255958,36776613,negative,,0
21604711,21604745,36211492,negative,,0
21602256,21603959,35809327,negative,,0
21603718,21603992,35104883,negative,,0
21602485,21604714,36918947,negative,,0
21602737,21601435,36009738,negative,,0
21601423,21603908,35808976,negative,,0
21602485,21604433,36211303,negative,,0
21602504,21604562,36818634,negative,,0
21602732,21602896,35104165,negative,,0
21602256,21603911,36919042,negative,,0
21600303,21603356,36009756,negative,,0
21601399,21603851,36211181,negative,,0
21601394,21603732,36110715,negative,,0
21603724,21603795,35205230,negative,,0
43534769,21602653,36110540,negative,,0
21604529,21604762,36919059,negative,,0
21601423,21603921,35809243,negative,,0
21602732,21602921,35708093,negative,,0
21603911,21603968,36516779,negative,,0
21602734,21601435,36718132,negative,,0
21602735,21603929,36416501,negative,,0
21604543,21604544,36718347,negative,,0
